curso,sexo,matricula,nivel,materia,trimestre,nota
3PRI A,F,729,Primaria,rel,3T,71
3PRI A,F,587,Primaria,rel,3T,100
3PRI A,F,364,Primaria,rel,3T,100
3PRI A,M,734,Primaria,rel,3T,79
3PRI A,F,612,Primaria,rel,3T,100
3PRI A,M,131,Primaria,rel,3T,99
3PRI A,F,230,Primaria,rel,3T,88
3PRI A,F,363,Primaria,rel,3T,97
3PRI A,M,620,Primaria,rel,3T,98
3PRI A,F,745,Primaria,rel,3T,95
3PRI A,F,217,Primaria,rel,3T,99
3PRI A,F,48,Primaria,rel,3T,94
3PRI A,F,531,Primaria,rel,3T,100
3PRI A,M,595,Primaria,rel,3T,100
3PRI A,F,493,Primaria,rel,3T,99
3PRI A,M,374,Primaria,rel,3T,100
3PRI A,M,377,Primaria,rel,3T,99
3PRI A,M,728,Primaria,rel,3T,96
3PRI A,F,388,Primaria,rel,3T,100
3PRI A,F,213,Primaria,rel,3T,98
3PRI A,F,240,Primaria,rel,3T,98
3PRI A,M,214,Primaria,rel,3T,100
3PRI A,F,301,Primaria,rel,3T,99
3PRI A,F,732,Primaria,rel,3T,99
3PRI A,F,688,Primaria,rel,3T,86
3PRI A,F,354,Primaria,rel,3T,99
3PRI A,M,176,Primaria,rel,3T,93
3PRI B,F,251,Primaria,len,1T,90
3PRI B,M,690,Primaria,len,1T,94
3PRI B,M,659,Primaria,len,1T,87
3PRI B,M,263,Primaria,len,1T,99
3PRI B,F,673,Primaria,len,1T,90
3PRI B,F,120,Primaria,len,1T,92
3PRI B,F,489,Primaria,len,1T,90
3PRI B,M,432,Primaria,len,1T,99
3PRI B,M,609,Primaria,len,1T,96
3PRI B,F,585,Primaria,len,1T,94
3PRI B,F,554,Primaria,len,1T,96
3PRI B,F,541,Primaria,len,1T,99
3PRI B,M,143,Primaria,len,1T,99
3PRI B,F,573,Primaria,len,1T,100
3PRI B,F,237,Primaria,len,1T,100
3PRI B,F,463,Primaria,len,1T,99
3PRI B,F,569,Primaria,len,1T,96
3PRI B,F,426,Primaria,len,1T,96
3PRI B,M,368,Primaria,len,1T,75
3PRI B,F,285,Primaria,len,1T,86
3PRI B,F,328,Primaria,len,1T,95
3PRI B,F,359,Primaria,len,1T,85
3PRI B,M,303,Primaria,len,1T,94
3PRI B,M,65,Primaria,len,1T,84
3PRI B,M,521,Primaria,len,1T,97
3PRI B,F,226,Primaria,len,1T,98
3PRI B,F,75,Primaria,len,1T,100
3PRI B,F,244,Primaria,len,1T,99
3PRI B,F,496,Primaria,len,1T,98
3PRI B,F,158,Primaria,len,1T,99
3PRI B,F,251,Primaria,len,2T,89
3PRI B,M,690,Primaria,len,2T,87
3PRI B,M,659,Primaria,len,2T,91
3PRI B,M,263,Primaria,len,2T,99
3PRI B,F,673,Primaria,len,2T,89
3PRI B,F,120,Primaria,len,2T,95
3PRI B,F,489,Primaria,len,2T,92
3PRI B,M,432,Primaria,len,2T,98
3PRI B,M,609,Primaria,len,2T,100
3PRI B,F,585,Primaria,len,2T,94
3PRI B,F,554,Primaria,len,2T,96
3PRI B,F,541,Primaria,len,2T,98
3PRI B,M,143,Primaria,len,2T,99
3PRI B,F,573,Primaria,len,2T,99
3PRI B,F,237,Primaria,len,2T,99
3PRI B,F,463,Primaria,len,2T,99
3PRI B,F,569,Primaria,len,2T,94
3PRI B,F,426,Primaria,len,2T,91
3PRI B,M,368,Primaria,len,2T,78
3PRI B,F,285,Primaria,len,2T,90
3PRI B,F,328,Primaria,len,2T,97
3PRI B,F,359,Primaria,len,2T,90
3PRI B,M,303,Primaria,len,2T,96
3PRI B,M,65,Primaria,len,2T,90
3PRI B,M,521,Primaria,len,2T,100
3PRI B,F,226,Primaria,len,2T,100
3PRI B,F,75,Primaria,len,2T,100
3PRI B,F,244,Primaria,len,2T,98
3PRI B,F,496,Primaria,len,2T,98
3PRI B,F,158,Primaria,len,2T,100
3PRI B,F,251,Primaria,len,3T,78
3PRI B,M,690,Primaria,len,3T,90
3PRI B,M,659,Primaria,len,3T,85
3PRI B,M,263,Primaria,len,3T,100
3PRI B,F,673,Primaria,len,3T,77
3PRI B,F,120,Primaria,len,3T,98
3PRI B,F,489,Primaria,len,3T,96
3PRI B,M,432,Primaria,len,3T,99
3PRI B,M,609,Primaria,len,3T,95
3PRI B,F,585,Primaria,len,3T,96
3PRI B,F,554,Primaria,len,3T,97
3PRI B,F,541,Primaria,len,3T,97
3PRI B,M,143,Primaria,len,3T,99
3PRI B,F,573,Primaria,len,3T,99
3PRI B,F,237,Primaria,len,3T,99
3PRI B,F,463,Primaria,len,3T,97
3PRI B,F,569,Primaria,len,3T,96
3PRI B,F,426,Primaria,len,3T,84
3PRI B,M,368,Primaria,len,3T,79
3PRI B,F,285,Primaria,len,3T,83
3PRI B,F,328,Primaria,len,3T,95
3PRI B,F,359,Primaria,len,3T,91
3PRI B,M,303,Primaria,len,3T,92
3PRI B,M,65,Primaria,len,3T,80
3PRI B,M,521,Primaria,len,3T,98
3PRI B,F,226,Primaria,len,3T,100
3PRI B,F,75,Primaria,len,3T,100
3PRI B,F,244,Primaria,len,3T,97
3PRI B,F,496,Primaria,len,3T,95
3PRI B,F,158,Primaria,len,3T,99
3PRI B,F,251,Primaria,ing,1T,60
3PRI B,M,690,Primaria,ing,1T,69
3PRI B,M,659,Primaria,ing,1T,76
3PRI B,M,263,Primaria,ing,1T,98
3PRI B,F,673,Primaria,ing,1T,80
3PRI B,F,120,Primaria,ing,1T,93
3PRI B,F,489,Primaria,ing,1T,90
3PRI B,M,432,Primaria,ing,1T,93
3PRI B,M,609,Primaria,ing,1T,99
3PRI B,F,585,Primaria,ing,1T,89
3PRI B,F,554,Primaria,ing,1T,94
3PRI B,F,541,Primaria,ing,1T,98
3PRI B,M,143,Primaria,ing,1T,96
3PRI B,F,573,Primaria,ing,1T,99
3PRI B,F,237,Primaria,ing,1T,100
3PRI B,F,463,Primaria,ing,1T,96
3PRI B,F,569,Primaria,ing,1T,83
3PRI B,F,426,Primaria,ing,1T,83
3PRI B,M,368,Primaria,ing,1T,69
3PRI B,F,285,Primaria,ing,1T,92
3PRI B,F,328,Primaria,ing,1T,81
3PRI B,F,359,Primaria,ing,1T,85
3PRI B,M,303,Primaria,ing,1T,86
3PRI B,M,65,Primaria,ing,1T,61
3PRI B,M,521,Primaria,ing,1T,93
3PRI B,F,226,Primaria,ing,1T,99
3PRI B,F,75,Primaria,ing,1T,93
3PRI B,F,244,Primaria,ing,1T,97
3PRI B,F,496,Primaria,ing,1T,93
3PRI B,F,158,Primaria,ing,1T,96
3PRI B,F,251,Primaria,ing,2T,65
3PRI B,M,690,Primaria,ing,2T,51
3PRI B,M,659,Primaria,ing,2T,80
3PRI B,M,263,Primaria,ing,2T,99
3PRI B,F,673,Primaria,ing,2T,74
3PRI B,F,120,Primaria,ing,2T,90
3PRI B,F,489,Primaria,ing,2T,89
3PRI B,M,432,Primaria,ing,2T,88
3PRI B,M,609,Primaria,ing,2T,95
3PRI B,F,585,Primaria,ing,2T,92
3PRI B,F,554,Primaria,ing,2T,88
3PRI B,F,541,Primaria,ing,2T,95
3PRI B,M,143,Primaria,ing,2T,93
3PRI B,F,573,Primaria,ing,2T,100
3PRI B,F,237,Primaria,ing,2T,100
3PRI B,F,463,Primaria,ing,2T,94
3PRI B,F,569,Primaria,ing,2T,79
3PRI B,F,426,Primaria,ing,2T,78
3PRI B,M,368,Primaria,ing,2T,51
3PRI B,F,285,Primaria,ing,2T,77
3PRI B,F,328,Primaria,ing,2T,77
3PRI B,F,359,Primaria,ing,2T,76
3PRI B,M,303,Primaria,ing,2T,88
3PRI B,M,65,Primaria,ing,2T,54
3PRI B,M,521,Primaria,ing,2T,91
3PRI B,F,226,Primaria,ing,2T,99
3PRI B,F,75,Primaria,ing,2T,92
3PRI B,F,244,Primaria,ing,2T,94
3PRI B,F,496,Primaria,ing,2T,91
3PRI B,F,158,Primaria,ing,2T,95
3PRI B,F,251,Primaria,ing,3T,57
3PRI B,M,690,Primaria,ing,3T,58
3PRI B,M,659,Primaria,ing,3T,86
3PRI B,M,263,Primaria,ing,3T,99
3PRI B,F,673,Primaria,ing,3T,87
3PRI B,F,120,Primaria,ing,3T,87
3PRI B,F,489,Primaria,ing,3T,88
3PRI B,M,432,Primaria,ing,3T,96
3PRI B,M,609,Primaria,ing,3T,90
3PRI B,F,585,Primaria,ing,3T,94
3PRI B,F,554,Primaria,ing,3T,93
3PRI B,F,541,Primaria,ing,3T,97
3PRI B,M,143,Primaria,ing,3T,97
3PRI B,F,573,Primaria,ing,3T,100
3PRI B,F,237,Primaria,ing,3T,98
3PRI B,F,463,Primaria,ing,3T,82
3PRI B,F,569,Primaria,ing,3T,83
3PRI B,F,426,Primaria,ing,3T,67
3PRI B,M,368,Primaria,ing,3T,56
3PRI B,F,285,Primaria,ing,3T,69
3PRI B,F,328,Primaria,ing,3T,85
3PRI B,F,359,Primaria,ing,3T,56
3PRI B,M,303,Primaria,ing,3T,89
3PRI B,M,65,Primaria,ing,3T,54
3PRI B,M,521,Primaria,ing,3T,99
3PRI B,F,226,Primaria,ing,3T,99
3PRI B,F,75,Primaria,ing,3T,95
3PRI B,F,244,Primaria,ing,3T,97
3PRI B,F,496,Primaria,ing,3T,82
3PRI B,F,158,Primaria,ing,3T,99
3PRI B,F,251,Primaria,len13,1T,75
3PRI B,M,690,Primaria,len13,1T,82
3PRI B,M,659,Primaria,len13,1T,82
3PRI B,M,263,Primaria,len13,1T,99
3PRI B,F,673,Primaria,len13,1T,85
3PRI B,F,120,Primaria,len13,1T,93
3PRI B,F,489,Primaria,len13,1T,90
3PRI B,M,432,Primaria,len13,1T,96
3PRI B,M,609,Primaria,len13,1T,98
3PRI B,F,585,Primaria,len13,1T,92
3PRI B,F,554,Primaria,len13,1T,95
3PRI B,F,541,Primaria,len13,1T,99
3PRI B,M,143,Primaria,len13,1T,98
3PRI B,F,573,Primaria,len13,1T,100
3PRI B,F,237,Primaria,len13,1T,100
3PRI B,F,463,Primaria,len13,1T,98
3PRI B,F,569,Primaria,len13,1T,90
3PRI B,F,426,Primaria,len13,1T,90
3PRI B,M,368,Primaria,len13,1T,72
3PRI B,F,285,Primaria,len13,1T,89
3PRI B,F,328,Primaria,len13,1T,88
3PRI B,F,359,Primaria,len13,1T,85
3PRI B,M,303,Primaria,len13,1T,90
3PRI B,M,65,Primaria,len13,1T,73
3PRI B,M,521,Primaria,len13,1T,95
3PRI B,F,226,Primaria,len13,1T,99
3PRI B,F,75,Primaria,len13,1T,97
3PRI B,F,244,Primaria,len13,1T,98
3PRI B,F,496,Primaria,len13,1T,96
3PRI B,F,158,Primaria,len13,1T,98
3PRI B,F,251,Primaria,len13,2T,77
3PRI B,M,690,Primaria,len13,2T,69
3PRI B,M,659,Primaria,len13,2T,86
3PRI B,M,263,Primaria,len13,2T,99
3PRI B,F,673,Primaria,len13,2T,82
3PRI B,F,120,Primaria,len13,2T,93
3PRI B,F,489,Primaria,len13,2T,91
3PRI B,M,432,Primaria,len13,2T,93
3PRI B,M,609,Primaria,len13,2T,98
3PRI B,F,585,Primaria,len13,2T,93
3PRI B,F,554,Primaria,len13,2T,92
3PRI B,F,541,Primaria,len13,2T,97
3PRI B,M,143,Primaria,len13,2T,96
3PRI B,F,573,Primaria,len13,2T,100
3PRI B,F,237,Primaria,len13,2T,100
3PRI B,F,463,Primaria,len13,2T,97
3PRI B,F,569,Primaria,len13,2T,87
3PRI B,F,426,Primaria,len13,2T,85
3PRI B,M,368,Primaria,len13,2T,65
3PRI B,F,285,Primaria,len13,2T,84
3PRI B,F,328,Primaria,len13,2T,87
3PRI B,F,359,Primaria,len13,2T,83
3PRI B,M,303,Primaria,len13,2T,92
3PRI B,M,65,Primaria,len13,2T,72
3PRI B,M,521,Primaria,len13,2T,96
3PRI B,F,226,Primaria,len13,2T,100
3PRI B,F,75,Primaria,len13,2T,96
3PRI B,F,244,Primaria,len13,2T,96
3PRI B,F,496,Primaria,len13,2T,95
3PRI B,F,158,Primaria,len13,2T,98
3PRI B,F,251,Primaria,len13,3T,68
3PRI B,M,690,Primaria,len13,3T,74
3PRI B,M,659,Primaria,len13,3T,86
3PRI B,M,263,Primaria,len13,3T,100
3PRI B,F,673,Primaria,len13,3T,82
3PRI B,F,120,Primaria,len13,3T,93
3PRI B,F,489,Primaria,len13,3T,92
3PRI B,M,432,Primaria,len13,3T,98
3PRI B,M,609,Primaria,len13,3T,93
3PRI B,F,585,Primaria,len13,3T,95
3PRI B,F,554,Primaria,len13,3T,95
3PRI B,F,541,Primaria,len13,3T,97
3PRI B,M,143,Primaria,len13,3T,98
3PRI B,F,573,Primaria,len13,3T,100
3PRI B,F,237,Primaria,len13,3T,99
3PRI B,F,463,Primaria,len13,3T,90
3PRI B,F,569,Primaria,len13,3T,90
3PRI B,F,426,Primaria,len13,3T,76
3PRI B,M,368,Primaria,len13,3T,68
3PRI B,F,285,Primaria,len13,3T,76
3PRI B,F,328,Primaria,len13,3T,90
3PRI B,F,359,Primaria,len13,3T,74
3PRI B,M,303,Primaria,len13,3T,91
3PRI B,M,65,Primaria,len13,3T,67
3PRI B,M,521,Primaria,len13,3T,99
3PRI B,F,226,Primaria,len13,3T,100
3PRI B,F,75,Primaria,len13,3T,98
3PRI B,F,244,Primaria,len13,3T,97
3PRI B,F,496,Primaria,len13,3T,89
3PRI B,F,158,Primaria,len13,3T,99
3PRI B,F,251,Primaria,soc,1T,88
3PRI B,M,690,Primaria,soc,1T,90
3PRI B,M,659,Primaria,soc,1T,96
3PRI B,M,263,Primaria,soc,1T,100
3PRI B,F,673,Primaria,soc,1T,80
3PRI B,F,120,Primaria,soc,1T,89
3PRI B,F,489,Primaria,soc,1T,87
3PRI B,M,432,Primaria,soc,1T,100
3PRI B,M,609,Primaria,soc,1T,96
3PRI B,F,585,Primaria,soc,1T,92
3PRI B,F,554,Primaria,soc,1T,97
3PRI B,F,541,Primaria,soc,1T,100
3PRI B,M,143,Primaria,soc,1T,100
3PRI B,F,573,Primaria,soc,1T,100
3PRI B,F,237,Primaria,soc,1T,100
3PRI B,F,463,Primaria,soc,1T,99
3PRI B,F,569,Primaria,soc,1T,98
3PRI B,F,426,Primaria,soc,1T,98
3PRI B,M,368,Primaria,soc,1T,64
3PRI B,F,285,Primaria,soc,1T,93
3PRI B,F,328,Primaria,soc,1T,92
3PRI B,F,359,Primaria,soc,1T,85
3PRI B,M,303,Primaria,soc,1T,99
3PRI B,M,65,Primaria,soc,1T,94
3PRI B,M,521,Primaria,soc,1T,99
3PRI B,F,226,Primaria,soc,1T,100
3PRI B,F,75,Primaria,soc,1T,100
3PRI B,F,244,Primaria,soc,1T,99
3PRI B,F,496,Primaria,soc,1T,100
3PRI B,F,158,Primaria,soc,1T,100
3PRI B,F,251,Primaria,soc,2T,73
3PRI B,M,690,Primaria,soc,2T,88
3PRI B,M,659,Primaria,soc,2T,85
3PRI B,M,263,Primaria,soc,2T,99
3PRI B,F,673,Primaria,soc,2T,83
3PRI B,F,120,Primaria,soc,2T,96
3PRI B,F,489,Primaria,soc,2T,95
3PRI B,M,432,Primaria,soc,2T,98
3PRI B,M,609,Primaria,soc,2T,98
3PRI B,F,585,Primaria,soc,2T,95
3PRI B,F,554,Primaria,soc,2T,96
3PRI B,F,541,Primaria,soc,2T,100
3PRI B,M,143,Primaria,soc,2T,99
3PRI B,F,573,Primaria,soc,2T,100
3PRI B,F,237,Primaria,soc,2T,100
3PRI B,F,463,Primaria,soc,2T,100
3PRI B,F,569,Primaria,soc,2T,97
3PRI B,F,426,Primaria,soc,2T,91
3PRI B,M,368,Primaria,soc,2T,85
3PRI B,F,285,Primaria,soc,2T,83
3PRI B,F,328,Primaria,soc,2T,95
3PRI B,F,359,Primaria,soc,2T,87
3PRI B,M,303,Primaria,soc,2T,94
3PRI B,M,65,Primaria,soc,2T,87
3PRI B,M,521,Primaria,soc,2T,99
3PRI B,F,226,Primaria,soc,2T,99
3PRI B,F,75,Primaria,soc,2T,99
3PRI B,F,244,Primaria,soc,2T,98
3PRI B,F,496,Primaria,soc,2T,100
3PRI B,F,158,Primaria,soc,2T,99
3PRI B,F,251,Primaria,soc,3T,84
3PRI B,M,690,Primaria,soc,3T,74
3PRI B,M,659,Primaria,soc,3T,90
3PRI B,M,263,Primaria,soc,3T,100
3PRI B,F,673,Primaria,soc,3T,82
3PRI B,F,120,Primaria,soc,3T,99
3PRI B,F,489,Primaria,soc,3T,94
3PRI B,M,432,Primaria,soc,3T,100
3PRI B,M,609,Primaria,soc,3T,99
3PRI B,F,585,Primaria,soc,3T,96
3PRI B,F,554,Primaria,soc,3T,98
3PRI B,F,541,Primaria,soc,3T,100
3PRI B,M,143,Primaria,soc,3T,99
3PRI B,F,573,Primaria,soc,3T,100
3PRI B,F,237,Primaria,soc,3T,100
3PRI B,F,463,Primaria,soc,3T,99
3PRI B,F,569,Primaria,soc,3T,91
3PRI B,F,426,Primaria,soc,3T,88
3PRI B,M,368,Primaria,soc,3T,77
3PRI B,F,285,Primaria,soc,3T,87
3PRI B,F,328,Primaria,soc,3T,98
3PRI B,F,359,Primaria,soc,3T,94
3PRI B,M,303,Primaria,soc,3T,99
3PRI B,M,65,Primaria,soc,3T,90
3PRI B,M,521,Primaria,soc,3T,100
3PRI B,F,226,Primaria,soc,3T,97
3PRI B,F,75,Primaria,soc,3T,100
3PRI B,F,244,Primaria,soc,3T,99
3PRI B,F,496,Primaria,soc,3T,97
3PRI B,F,158,Primaria,soc,3T,100
3PRI B,F,251,Primaria,efi,1T,91
3PRI B,M,690,Primaria,efi,1T,80
3PRI B,M,659,Primaria,efi,1T,94
3PRI B,M,263,Primaria,efi,1T,96
3PRI B,F,673,Primaria,efi,1T,92
3PRI B,F,120,Primaria,efi,1T,88
3PRI B,F,489,Primaria,efi,1T,88
3PRI B,M,432,Primaria,efi,1T,92
3PRI B,M,609,Primaria,efi,1T,91
3PRI B,F,585,Primaria,efi,1T,94
3PRI B,F,554,Primaria,efi,1T,97
3PRI B,F,541,Primaria,efi,1T,98
3PRI B,M,143,Primaria,efi,1T,94
3PRI B,F,573,Primaria,efi,1T,97
3PRI B,F,237,Primaria,efi,1T,91
3PRI B,F,463,Primaria,efi,1T,93
3PRI B,F,569,Primaria,efi,1T,92
3PRI B,F,426,Primaria,efi,1T,90
3PRI B,M,368,Primaria,efi,1T,87
3PRI B,F,285,Primaria,efi,1T,87
3PRI B,F,328,Primaria,efi,1T,93
3PRI B,F,359,Primaria,efi,1T,85
3PRI B,M,303,Primaria,efi,1T,90
3PRI B,M,65,Primaria,efi,1T,86
3PRI B,M,521,Primaria,efi,1T,92
3PRI B,F,226,Primaria,efi,1T,98
3PRI B,F,75,Primaria,efi,1T,95
3PRI B,F,244,Primaria,efi,1T,86
3PRI B,F,496,Primaria,efi,1T,93
3PRI B,F,158,Primaria,efi,1T,96
3PRI B,F,251,Primaria,efi,2T,92
3PRI B,M,690,Primaria,efi,2T,87
3PRI B,M,659,Primaria,efi,2T,90
3PRI B,M,263,Primaria,efi,2T,98
3PRI B,F,673,Primaria,efi,2T,93
3PRI B,F,120,Primaria,efi,2T,92
3PRI B,F,489,Primaria,efi,2T,87
3PRI B,M,432,Primaria,efi,2T,93
3PRI B,M,609,Primaria,efi,2T,92
3PRI B,F,585,Primaria,efi,2T,95
3PRI B,F,554,Primaria,efi,2T,97
3PRI B,F,541,Primaria,efi,2T,93
3PRI B,M,143,Primaria,efi,2T,94
3PRI B,F,573,Primaria,efi,2T,96
3PRI B,F,237,Primaria,efi,2T,96
3PRI B,F,463,Primaria,efi,2T,94
3PRI B,F,569,Primaria,efi,2T,90
3PRI B,F,426,Primaria,efi,2T,95
3PRI B,M,368,Primaria,efi,2T,89
3PRI B,F,285,Primaria,efi,2T,92
3PRI B,F,328,Primaria,efi,2T,90
3PRI B,F,359,Primaria,efi,2T,90
3PRI B,M,303,Primaria,efi,2T,87
3PRI B,M,65,Primaria,efi,2T,93
3PRI B,M,521,Primaria,efi,2T,94
3PRI B,F,226,Primaria,efi,2T,91
3PRI B,F,75,Primaria,efi,2T,97
3PRI B,F,244,Primaria,efi,2T,95
3PRI B,F,496,Primaria,efi,2T,93
3PRI B,F,158,Primaria,efi,2T,95
3PRI B,F,251,Primaria,efi,3T,87
3PRI B,M,690,Primaria,efi,3T,86
3PRI B,M,659,Primaria,efi,3T,92
3PRI B,M,263,Primaria,efi,3T,100
3PRI B,F,673,Primaria,efi,3T,93
3PRI B,F,120,Primaria,efi,3T,91
3PRI B,F,489,Primaria,efi,3T,91
3PRI B,M,432,Primaria,efi,3T,91
3PRI B,M,609,Primaria,efi,3T,94
3PRI B,F,585,Primaria,efi,3T,89
3PRI B,F,554,Primaria,efi,3T,96
3PRI B,F,541,Primaria,efi,3T,94
3PRI B,M,143,Primaria,efi,3T,98
3PRI B,F,573,Primaria,efi,3T,96
3PRI B,F,237,Primaria,efi,3T,94
3PRI B,F,463,Primaria,efi,3T,94
3PRI B,F,569,Primaria,efi,3T,88
3PRI B,F,426,Primaria,efi,3T,82
3PRI B,M,368,Primaria,efi,3T,92
3PRI B,F,285,Primaria,efi,3T,89
3PRI B,F,328,Primaria,efi,3T,93
3PRI B,F,359,Primaria,efi,3T,89
3PRI B,M,303,Primaria,efi,3T,94
3PRI B,M,65,Primaria,efi,3T,90
3PRI B,M,521,Primaria,efi,3T,94
3PRI B,F,226,Primaria,efi,3T,94
3PRI B,F,75,Primaria,efi,3T,96
3PRI B,F,244,Primaria,efi,3T,92
3PRI B,F,496,Primaria,efi,3T,94
3PRI B,F,158,Primaria,efi,3T,98
3PRI B,F,251,Primaria,mus,1T,92
3PRI B,M,690,Primaria,mus,1T,85
3PRI B,M,659,Primaria,mus,1T,87
3PRI B,M,263,Primaria,mus,1T,96
3PRI B,F,673,Primaria,mus,1T,93
3PRI B,F,120,Primaria,mus,1T,94
3PRI B,F,489,Primaria,mus,1T,87
3PRI B,M,432,Primaria,mus,1T,95
3PRI B,M,609,Primaria,mus,1T,89
3PRI B,F,585,Primaria,mus,1T,96
3PRI B,F,554,Primaria,mus,1T,89
3PRI B,F,541,Primaria,mus,1T,96
3PRI B,M,143,Primaria,mus,1T,98
3PRI B,F,573,Primaria,mus,1T,100
3PRI B,F,237,Primaria,mus,1T,98
3PRI B,F,463,Primaria,mus,1T,99
3PRI B,F,569,Primaria,mus,1T,94
3PRI B,F,426,Primaria,mus,1T,85
3PRI B,M,368,Primaria,mus,1T,85
3PRI B,F,285,Primaria,mus,1T,95
3PRI B,F,328,Primaria,mus,1T,97
3PRI B,F,359,Primaria,mus,1T,93
3PRI B,M,303,Primaria,mus,1T,84
3PRI B,M,65,Primaria,mus,1T,73
3PRI B,M,521,Primaria,mus,1T,98
3PRI B,F,226,Primaria,mus,1T,98
3PRI B,F,75,Primaria,mus,1T,97
3PRI B,F,244,Primaria,mus,1T,96
3PRI B,F,496,Primaria,mus,1T,97
3PRI B,F,158,Primaria,mus,1T,100
3PRI B,F,251,Primaria,mus,2T,68
3PRI B,M,690,Primaria,mus,2T,88
3PRI B,M,659,Primaria,mus,2T,91
3PRI B,M,263,Primaria,mus,2T,99
3PRI B,F,673,Primaria,mus,2T,87
3PRI B,F,120,Primaria,mus,2T,98
3PRI B,F,489,Primaria,mus,2T,94
3PRI B,M,432,Primaria,mus,2T,98
3PRI B,M,609,Primaria,mus,2T,96
3PRI B,F,585,Primaria,mus,2T,96
3PRI B,F,554,Primaria,mus,2T,96
3PRI B,F,541,Primaria,mus,2T,97
3PRI B,M,143,Primaria,mus,2T,99
3PRI B,F,573,Primaria,mus,2T,100
3PRI B,F,237,Primaria,mus,2T,100
3PRI B,F,463,Primaria,mus,2T,99
3PRI B,F,569,Primaria,mus,2T,97
3PRI B,F,426,Primaria,mus,2T,89
3PRI B,M,368,Primaria,mus,2T,74
3PRI B,F,285,Primaria,mus,2T,92
3PRI B,F,328,Primaria,mus,2T,96
3PRI B,F,359,Primaria,mus,2T,91
3PRI B,M,303,Primaria,mus,2T,89
3PRI B,M,65,Primaria,mus,2T,82
3PRI B,M,521,Primaria,mus,2T,94
3PRI B,F,226,Primaria,mus,2T,96
3PRI B,F,75,Primaria,mus,2T,98
3PRI B,F,244,Primaria,mus,2T,97
3PRI B,F,496,Primaria,mus,2T,99
3PRI B,F,158,Primaria,mus,2T,100
3PRI B,F,251,Primaria,mus,3T,80
3PRI B,M,690,Primaria,mus,3T,68
3PRI B,M,659,Primaria,mus,3T,90
3PRI B,M,263,Primaria,mus,3T,100
3PRI B,F,673,Primaria,mus,3T,90
3PRI B,F,120,Primaria,mus,3T,97
3PRI B,F,489,Primaria,mus,3T,99
3PRI B,M,432,Primaria,mus,3T,97
3PRI B,M,609,Primaria,mus,3T,95
3PRI B,F,585,Primaria,mus,3T,92
3PRI B,F,554,Primaria,mus,3T,97
3PRI B,F,541,Primaria,mus,3T,97
3PRI B,M,143,Primaria,mus,3T,98
3PRI B,F,573,Primaria,mus,3T,99
3PRI B,F,237,Primaria,mus,3T,98
3PRI B,F,463,Primaria,mus,3T,99
3PRI B,F,569,Primaria,mus,3T,92
3PRI B,F,426,Primaria,mus,3T,88
3PRI B,M,368,Primaria,mus,3T,77
3PRI B,F,285,Primaria,mus,3T,83
3PRI B,F,328,Primaria,mus,3T,97
3PRI B,F,359,Primaria,mus,3T,90
3PRI B,M,303,Primaria,mus,3T,91
3PRI B,M,65,Primaria,mus,3T,78
3PRI B,M,521,Primaria,mus,3T,94
3PRI B,F,226,Primaria,mus,3T,99
3PRI B,F,75,Primaria,mus,3T,97
3PRI B,F,244,Primaria,mus,3T,98
3PRI B,F,496,Primaria,mus,3T,98
3PRI B,F,158,Primaria,mus,3T,100
3PRI B,F,251,Primaria,apv,1T,94
3PRI B,M,690,Primaria,apv,1T,84
3PRI B,M,659,Primaria,apv,1T,88
3PRI B,M,263,Primaria,apv,1T,99
3PRI B,F,673,Primaria,apv,1T,77
3PRI B,F,120,Primaria,apv,1T,97
3PRI B,F,489,Primaria,apv,1T,93
3PRI B,M,432,Primaria,apv,1T,97
3PRI B,M,609,Primaria,apv,1T,92
3PRI B,F,585,Primaria,apv,1T,95
3PRI B,F,554,Primaria,apv,1T,97
3PRI B,F,541,Primaria,apv,1T,100
3PRI B,M,143,Primaria,apv,1T,100
3PRI B,F,573,Primaria,apv,1T,100
3PRI B,F,237,Primaria,apv,1T,99
3PRI B,F,463,Primaria,apv,1T,98
3PRI B,F,569,Primaria,apv,1T,90
3PRI B,F,426,Primaria,apv,1T,93
3PRI B,M,368,Primaria,apv,1T,64
3PRI B,F,285,Primaria,apv,1T,89
3PRI B,F,328,Primaria,apv,1T,93
3PRI B,F,359,Primaria,apv,1T,85
3PRI B,M,303,Primaria,apv,1T,92
3PRI B,M,65,Primaria,apv,1T,86
3PRI B,M,521,Primaria,apv,1T,97
3PRI B,F,226,Primaria,apv,1T,99
3PRI B,F,75,Primaria,apv,1T,99
3PRI B,F,244,Primaria,apv,1T,96
3PRI B,F,496,Primaria,apv,1T,96
3PRI B,F,158,Primaria,apv,1T,100
3PRI B,F,251,Primaria,apv,2T,89
3PRI B,M,690,Primaria,apv,2T,83
3PRI B,M,659,Primaria,apv,2T,92
3PRI B,M,263,Primaria,apv,2T,98
3PRI B,F,673,Primaria,apv,2T,90
3PRI B,F,120,Primaria,apv,2T,97
3PRI B,F,489,Primaria,apv,2T,95
3PRI B,M,432,Primaria,apv,2T,97
3PRI B,M,609,Primaria,apv,2T,96
3PRI B,F,585,Primaria,apv,2T,98
3PRI B,F,554,Primaria,apv,2T,96
3PRI B,F,541,Primaria,apv,2T,100
3PRI B,M,143,Primaria,apv,2T,100
3PRI B,F,573,Primaria,apv,2T,100
